-4.09E-05,-1.32E-06,-48946.24355,-0.587754596,-5.31E-05
-0.080942043,-0.072832924,-0.013734948,-0.007200354,-314.2876261
-419.2818639,-186.9984615,-0.109485275,-15858.12023,-428.1743872
-6.483610126,-64.55842936,-7367.733391,-8154.811747,-0.002364236
-105.4622013,-268.6484221,-18288.83845,-20301.02491,-1.06E-05
-781.6212227,-0.000930071,-16894.80991,-18647.54289,-860.8609365
-8984.44968,-1866.783012,-3353.135857,-3591.83651,-9532.912379
-19802.19518,-5028.451387,-9.343225134,-0.407120448,-23166.18403
-42163.21763,-27670.36301,-0.487241152,-8.700595884,-46310.6751
-29.11243427,-10.78805744,-0.838311232,-0.379034696,-32.07311997
-149.7911852,-0.000385688,-22305.86784,-24672.02463,-121.1482062
-79749.21145,-17708.66375,-6078.367043,-6696.461183,-84294.53241
-23.53773118,-0.000596591,-0.004354425,-0.013955885,-144143.2053
-1.49E-05,-26022.61211,-45948.4691,-50935.35079,-1.23E-05
-441.5395922,-2127.374919,-1962.613462,-2182.173142,-473.7533464
-7351.147369,-22924.97132,-25475.4827,-28291.05862,-7093.816476
-3.04E-08,-2100.418914,-2227.508521,-2475.597421,-4.22E-07
-2.00E-06,-2247.269319,-1861.282782,-2071.829224,-3.69E-06
-12160.0873,-6.037126388,-57.60536622,-1.407743034,-6365.972183
-5197.654505,-5.36E-05,-0.07327644,-1.135966487,-7252.287965
-8940.448471,-294.1220614,-303.3931023,-17151.90723,-75945.57061
-0.000320591,-3770.556292,-411.7430929,-17.07272187,-80022.14237
-14.87024785,-90.40886088,-349.4227827,-112.8501153,-66859.36325
-2.071364283,-1.957056876,-3.472593054,-5.46703572,-0.000871556
-57.03211825,-885.254904,-1240.285173,-1532.936485,-127025.1627
-1.51E-05,-136.3069895,-433.7978062,-1777.263279,-103133.9998
-1.562813978,-3.96E-05,-0.424053815,-0.3606274,-3.844834617
-224.1436936,-12179.93728,-11760.97754,-212.4565761,-1562.997605
-8762.768884,-461.8132743,-3541.312954,-152.7881514,-8.95E-06
-56393.20582,-458.351608,-71.56176768,-877.7749187,-62025.01673
-39361.10354,-104.5525321,-7.914940432,-0.006051821,-31623.33098
-513.4869411,-14.90173582,-0.995662071,-4.88E-05,-2.939789591
-6602.332558,-0.000953988,-4007.932055,-0.10421363,-0.061231948
-2724.735051,-3457.723713,-151.5024953,-87.6795951,-1996.651263
-1.37E-05,-1.139380131,-9.52E-05,-1.767422038,-15.75403952
-27.69682034,-7.116405025,-4.367686553,-13.25646631,-0.504352542
-2274.261893,-14.76679211,-1.45E-05,-201.8530439,-13.7012944
-1.793784935,-4.402560846,-20.9817018,-23.0068449,-15.91480437
-43.95982014,-117.6678943,-62.29648802,-115.1466484,-32.05460827
-238.1189379,-32.27599066,-2.32E-05,-504.82612,-14.96462826
-144.2510149,-79.28331224,-1.11E-05,-2461.027739,-154.4854753
-9.845287474,-1767.057491,-89.36281002,-303.2100938,-4.94E-06
-1.10E-05,-1.32E-09,-1679.503483,-20.44098222,-0.665268476
-3.24E-05,-3.064907187,-11.77762809,-37.44596784,-27.22323657
-2.24E-05,-5.94E-05,-96.99779539,-0.00017437,-260.8718452
-274.7883418,-257.6947427,-295.0128688,-185.7516931,-397.1812315
-7643.086415,-19.40533589,-30.49148837,-6.57E-05,-1.888959909
-1533.045225,-2962.823241,-45.83812674,-83.28366987,-56.60304975
-566.8483471,-82.77307842,-164.2786962,-56.43070792,-11324.79426
-25499.79797,-1421.284808,-1674.837552,-4037.527248,-598.3157861
-30687.92921,-14643.92354,-267.5717599,-2117.399086,-0.000176064
-21.97103512,-30.87001744,-32016.00806,-0.015873673,-1.22E-05
-1298.382501,-1.908218125,-0.030295973,-2.401154803,-6.55E-05
-6.30E-06,-0.967202126,-26.37342442,-0.340544616,-13.11727599
-13383.31986,-25.60081831,-5.205511425,-0.000858093,-13.5197899
-1986.60416,-2204.148914,-33.15691836,-207.9273248,-131.7514087
-187.3858573,-795.1476293,-194.3032236,-13.79260311,-30.43252251
-19918.51618,-0.000805161,-7.0081974,-0.135788434,-2.810493582
-4214.444829,-248.372459,-4.61903568,-1.933667495,-2.50E-06
-17.19342995,-0.000654461,-1.857126399,-9.505046815,-4.55E-05
-36352.23053,-971.1458006,-237.8697181,-102.0711572,-299.7021546
-65.84062134,-0.17619926,-8.14E-07,-53.5180619,-255.6222667
-152.7670437,-1343.150439,-7.46E-06,-579.3937844,-251.9716203
-7.67E-06,-36.55164588,-408.6671901,-232.5993452,-17.10232109
-7198.604624,-71.40505553,-28.73842439,-3115.602766,-769.083309
-3162.428109,-24.75960695,-613.6341797,-950.8656626,-46.75746591
-8.516917137,-16.2975185,-1.995641068,-0.000427084,-0.412059988
-45.51001069,-0.052028885,-0.020987938,-0.000534589,-0.254319378
-3.100833823,-6.396329463,-1.60E-05,-196.0020731,-68.70482247
-99.00237083,-34.14682516,-17.2407249,-295.1155821,-127.1521842
-7.197037702,-0.82688384,-21.79199546,-1.454803817,-1.830136407
-22.49101954,-71.33967939,-10.23071353,-54.7856174,-3.634292893
-14.15682852,-124.7073342,-39.99336185,-62.19302866,-13.24019286
-23.97332279,-43.70504665,-0.071543251,-49.48665041,-5.749923762
-0.000294637,-0.022468385,-0.008491937,-0.069164438,-0.076059334
-0.003689563,-0.000984123,-0.482681639,-0.000462086,-0.000314803
-1.13E-05,-17.34483518,-287.9595306,-143.6077038,-756.1858924
-451.3215537,-1603.389212,-16.860109,-160.3034018,-48.06285337
-594.5803606,-9.778294787,-2.133581781,-973.987586,-673.4579889
-853.0570226,-1037.874686,-0.000287875,-1714.695548,-502.2149708
-39102.01034,-63.40161696,-5.26E-07,-110.9391298,-28.26378839
-152.9959504,-2.857231971,-71.36459702,-10.02395387,-0.053970028
-936.4831262,-575.2244983,-120.7823706,-65.66582413,-1.046559121
-0.000347255,-48.84340102,-20.86828621,-16.67885798,-19.42877195
-149.7609696,-209.5503562,-16.91315009,-0.692780123,-14.42687919
-3.70E-05,-1.173638973,-40.71154864,-7.333982258,-277.374744
-656.975757,-6222.946848,-83.53860066,-180.7503957,-32.01417793
-1.26E-05,-1.176569365,-13.20208289,-12.37214693,-35.69690191
-170.6856075,-2306.527372,-57.2200036,-618.9225696,-33.55448436
-1.316573996,-0.893026315,-0.320555862,-0.115312326,-0.000799259
-6.06E-06,-9.129611555,-25.77479593,-12.91268869,-0.670873494
-30.37429515,-1.02E-05,-5785.767315,-0.000924986,-0.520825028
-86.26810907,-7.014034596,-9.427597953,-2.99E-06,-1.870899512
-87.9113277,-0.011587964,-0.146601744,-0.633086545,-1.048908995
-7031.535252,-0.642749659,-3.37183321,-0.7067991,-0.084162992
-33.4404681,-131.2704845,-206.2650925,-620.25544,-424.1675947
-1781.199808,-514.6168587,-237.3630446,-34.5773907,-7.01E-06
-1937.446925,-2.376407663,-0.753072492,-0.281175054,-0.159478209
-1.44E-05,-2.88960016,-1545.297734,-94.49500932,-229.0149417
-29844.94151,-90.38084888,-6.57322774,-19.72449646,-14.88624014
-18.24669201,-0.40520561,-1.672658925,-2.373264416,-8.141399777
-17610.37615,-1.173735577,-0.089895018,-0.146336224,-0.441015885
-202.9187343,-882.1201248,-126.2119463,-39.67536995,-24.76797315
-17289.1064,-124.7912148,-8.183842528,-21.88247611,-488.5511559
-5338.407449,-0.107040185,-0.220251907,-0.060245926,-0.06549286
-168.6106573,-1302.500586,-212.2467519,-187.2165209,-1.71E-06
-24.56172465,-0.002559406,-0.227852177,-1.044584611,-0.233769024
-1737.43158,-25.14657716,-8.286010574,-135.1116743,-0.28462033
-11099.82684,-48.81597546,-3.683430759,-0.000342505,-2.141750068
-19.81779595,-0.253253491,-0.116268405,-0.000144334,-2.694510175
-0.000147714,-7.56E-05,-4.84371438,-0.974976943,-4.399936378
-11.98492114,-70.93831823,-2.180020638,-37.56499319,-57.52302721
-937.637337,-110.2891024,-18.71268331,-22.30657085,-34.43277178
-14.23781226,-29.67995363,-307.8605567,-23.76661263,-71.42156879
-125.6035198,-2946.294647,-54.07909269,-382.138383,-2.58E-07
-1060.374006,-5208.159653,-1120.550702,-2125.317448,-507.6679304
-9.938638982,-1556.355037,-10.8042976,-0.103177969,-8.12E-06
-115.905031,-134.0136993,-41.75877722,-36.76817234,-0.021068001
-4.493448042,-370.1659958,-31.91271289,-40.71895464,-7.04E-08
-0.173551488,-0.50355524,-0.460908385,-0.048936587,-1.00E-06
-294.1256328,-7.344805664,-146.9950843,-78.09297923,-35.61216079
-180.3409892,-121.6045064,-5.527102342,-17.3848865,-7.754677915
-30672.8946,-102.3011223,-9.828381254,-35.90946813,-13.13203293
-600.1910766,-0.000322027,-0.439022926,-0.274667007,-0.767306821
-15170.91751,-384.8373164,-47.48006577,-661.1450866,-106.7894875
-62971.67876,-29.67687543,-498.6025872,-854.3736007,-991.5438141
-10897.65458,-0.10334661,-5.459307172,-2.536015954,-2.96934968
-9568.5257,-1335.047721,-51.81523252,-246.1696986,-8.91E-07
-7779.421141,-102.4978464,-166.9097748,-69.10282974,-249.3263566
-49.38787476,-8.568539266,-2.404577205,-4.045222952,-4.054769093
-4221.46207,-13030.46345,-2924.421637,-3044.424813,-9644.19609
-25351.88942,-19.38483378,-0.076398613,-29.27919634,-2.618023068
-1124.666133,-2.226244705,-138.1699237,-41.27203628,-83.26317347
-1.042730202,-0.268800137,-1.333632081,-0.007339285,-2.302935143
-1.15E-05,-19.52209381,-50.37746216,-78.39507111,-81.31435577
-157.5308226,-0.533637979,-373.5617821,-31.17544292,-57.55068017
-580.6641043,-606.5518176,-324.1421738,-704.8026062,-37.13860655
-14.7939079,-2.378329014,-12.42474051,-37.15360379,-1.204616662
-2.02E-05,-2.100377876,-0.471393571,-0.007005447,-0.392691449
-6857.775452,-0.045655871,-0.000195263,-0.000236827,-0.019557983
-618.6081071,-1.666501046,-937.626459,-311.3149903,-788.7506642
-1244.416273,-1987.72924,-292.7045152,-262.1735849,-0.00065744
-69.24221461,-6.345608754,-132.9670583,-47.13537407,-99.11383987
-72142.6961,-0.096236338,-1.112132464,-0.735707051,-0.129855292
-4.32E-14,-168.2355224,-128.6047588,-105.6299468,-19.68668378
-3.364395385,-1.297516824,-28.52037993,-0.06958139,-2.222621995
-38877.52107,-82.17428638,-27.83243112,-161.1449686,-41.3492325
-7294.53388,-0.00092902,-2.103075452,-0.098252104,-6.790491535
-0.489759675,-2.939151422,-1.781658682,-1.618355707,-3.636141121
-637.0464059,-12.35669347,-3.953607266,-14.89167349,-9.15E-05
