-54433.02787,-5.67E-05,-54675.09158,-40887.25958,-15.08070538,-11.3800888,-107168.5744,-130.2185982
-0.000593108,-285.7949822,-112.1004573,-79.65448008,-335.3116677,-40.76027021,-4.96E-07,-0.022445728
-425.2060349,-389.4101243,-0.000364525,-479.6749086,-419.2280173,-233.6745668,-1.33E-07,-452.2492086
-8212.807667,-7.462105823,-8664.24239,-3231.248345,-5.75E-06,-3478.83392,-20213.08882,-0.003656879
-20371.4635,-7.83E-06,-20617.491,-18759.59543,-88.77018486,-33.63279336,-82138.01199,-1.25E-06
-18776.1982,-779.7130876,-22168.08536,-12216.09568,-783.3185574,-15030.09452,-42405.52046,-805.5649236
-3763.23924,-8973.410084,-0.000389584,-4136.498996,-8966.640864,-3766.163993,-13719.51782,-5089.484346
-10.52815601,-21102.13999,-4449.871252,-58.28433272,-17595.25765,-10.43831937,-4464.989757,-29.55007785
-0.000646769,-42417.97674,-0.014148645,-69.98348795,-11.36477778,-7.51E-08,-58669.5834,-39779.38397
-3068.899269,-29.17241564,-3130.757275,-592.0354682,-27.76139947,-3013.958222,-3934.589265,-1950.485004
-24719.55677,-109.8778101,-22035.92448,-13061.44113,-151.1845216,-11452.93077,-19915.05607,-332.0290544
-2937.858017,-76630.5964,-157.7883406,-8680.824708,-3.970506174,-9137.57127,-29896.66914,-9136.848701
-9.50E-06,-131003.3699,-0.000100212,-26.69602019,-0.071346536,-9.72E-05,-153686.5442,-32.41930693
-51478.69297,-1.56E-05,-52447.7723,-18564.05706,-6.188293023,-126.9040344,-71933.49228,-2.00E-05
-2405.223202,-410.5169322,-3197.237898,-3977.43875,-559.1402708,-5050.581506,-262.1829777,-520.9245242
-26796.49759,-6453.186339,-7343.898819,-28497.73941,-7302.151093,-3694.059332,-3.83E-06,-8562.740999
-2489.392753,-3.10E-07,-2616.890476,-2732.152672,-23.75870224,-2864.15229,-0.526018236,-1.61E-06
-2144.13248,-4.40E-06,-2865.910927,-2895.332848,-157.9164066,-3484.258075,-23378.22794,-3.48E-06
-8.02E-09,-6458.194638,-4.58E-07,-0.000855023,-20.70216878,-0.001338593,-12652.00186,-11831.10457
-5.36E-05,-6589.268905,-5.31E-05,-1.82E-07,-4523.751478,-0.008527973,-11077.73186,-36.83684567
-45023.72935,-30957.72919,-55.22264844,-68308.66432,-68117.90083,-68422.90538,-0.162467302,-68805.31963
-1260.413304,-0.014986546,-3314.932198,-0.071425495,-3664.027201,-24.6619679,-3316.574893,-42973.58322
-750.8852082,-12846.61622,-426.8774957,-33.94866052,-45430.25015,-18141.36305,-4550.327383,-41108.38495
-1.21E-05,-465.775965,-5996.354003,-2.686391319,-4.36E-06,-3657.721163,-2644.754438,-4.39E-06
-368.5286325,-77.97868213,-1155.12161,-82.95769226,-58883.42832,-4565.910243,-91.95944618,-61360.11291
-25.38866769,-5337.972553,-9.258535444,-1.22E-05,-30268.34945,-40761.99617,-16.88294057,-17387.24947
-0.025211965,-77.19788225,-0.790142736,-2.105679263,-3920.008635,-13681.87138,-4.344809322,-4.13E-05
-12700.96097,-0.000662911,-8935.313532,-858.6849001,-140.7125631,-0.007756185,-453.8111402,-30117.48817
-580.4070424,-4.77E-05,-264.1690051,-13.31729416,-1.755613498,-4.78E-05,-226.613308,-2289.777133
-1.05E-06,-175.8529609,-11.55415176,-1.63E-05,-75.56140506,-58281.35701,-92.47027002,-0.00014013
-7.787462165,-0.50721218,-0.000675367,-0.342132831,-7.509004145,-390.0814746,-0.201224909,-1077.80739
-2563.682697,-4.507167975,-5.612031002,-5.059694001,-19.62517719,-3.431631263,-3.66E-05,-3.92515964
-734.3469881,-8.82E-05,-0.000660227,-0.887988963,-0.001430813,-8.65E-05,-0.000158534,-4565.892755
-2693.254134,-2.11E-05,-189.8365925,-372.1556182,-8.836507637,-16.79240314,-20.03587379,-66547.73464
-0.160635708,-862.8062257,-15.2471608,-4655.092773,-1.49E-05,-406.95148,-7.361632684,-505.404914
-145.5832196,-0.420424224,-0.103653176,-20.79182001,-11.50946225,-5.786614721,-5.67E-05,-17235.28577
-1.66E-06,-189.2762764,-8.668414615,-0.00071902,-71.72944346,-9097.981904,-8.098183047,-3.354348117
-10.92701431,-126.8728869,-19.72596372,-0.549364698,-73.91133491,-1173.654735,-3.450138457,-5.303026513
-51.69570875,-43.23091442,-112.9217458,-9.11517113,-0.026128135,-176.4653618,-11.45786011,-194.3830782
-0.000473456,-223.5269787,-458.6083276,-1.51E-05,-0.324447484,-76584.52059,-2.058330886,-0.246294536
-2.78E-05,-219.9551385,-259.1846791,-5.09E-06,-0.677289436,-111.9878844,-17.49617764,-5.911683103
-1085.015215,-37.48807001,-267.5209034,-58.667316,-4.696290756,-170.5457622,-107.7527709,-220.1697389
-137.4009212,-3472.908829,-999.5219551,-1123.18876,-3.84E-06,-3496.055747,-624.1939257,-1997.755213
