4999,4999,4999,3,1,4999
1,1,3,3,0,0
0,4999,1,4999,0,0
4999,4999,0,4,4999,4999
4999,4999,4999,0,1,4999
4999,4999,15,6,4999,4999
4999,4999,3,118,4999,11
4999,4999,88,23,4999,4999
0,1,4999,0,4999,4999
18,4999,7,11,4999,4999
181,4999,33,4999,4999,4999
91,4999,17,4999,4999,4999
0,0,4999,0,4999,4999
47,4999,4999,4,1,4999
7,4999,56,4999,4999,4999
78,4999,1,4999,0,1
71,4999,4999,3,1,4999
344,4999,4999,10,1,4999
0,0,1,0,4999,4999
0,0,4999,0,4999,4999
74,4999,1,4999,0,1
14,4999,6,4999,1,4999
36,4999,126,45,1,4999
0,1,152,2,4999,4999
339,4999,53,4999,4999,4999
30,4999,1,4999,0,1
0,0,3,0,4999,4999
843,4999,4,4999,4999,4999
13,4999,12,4,4999,4999
51,4999,1,11,0,0
6,1449,2,3,3,4999
9,1,805,4,3008,4999
2,2892,0,4999,1002,4999
16,176,268,4999,417,4999
0,1,17,0,4999,4999
8,2,23,4999,16,51
110,9,1,4999,0,0
71,67,65,4999,11,1
5,282,272,4999,22,471
24,1,1,4999,26,0
238,721,0,4999,0,0
4,4999,70,4042,3,3782
0,4999,162,1,410,4
0,4999,424,1071,1156,2
11,3641,407,2,83,95
4,2977,8,926,3644,2568
0,5,5,4410,12,1
1,250,30,190,364,382
2,987,26,172,74,239
55,314,897,3455,169,1283
42,338,772,24,246,40
3,59,1,7,2,3
19,75,19,4,20,41
3,207,59,183,47,9
7,9,34,58,5,23
45,13,37,38,16,368
56,162,43,17,48,14
5,7,1,4,6,7
190,405,41,37,131,144
3,1,11,6,1,0
263,650,12,610,465,141
493,0,0,322,423,0
136,0,0,75,144,5
1,324,74,498,39,38
0,4,0,794,19,1
0,2,0,490,33,9
8,5,11,0,0,3
1,1,2,0,0,0
125,0,0,38,49,2
6,35,170,180,57,322
4,70,4,1,5,3
11,9,23,23,9,24
0,21,30,10,1,18
6,0,32,6,2,14
1,1,1,2,0,3
0,1,1,1,0,4
80,133,29,36,167,17
193,71,37,72,437,192
762,0,6,811,37,3
46,0,9,40,93,1
68,0,1,604,457,3
9,28,75,8,12,6
87,102,43,28,0,214
40,2,1700,93,54,29
12,315,111,12,1,189
227,381,326,407,87,8
124,22,280,45,250,227
1,34,11,2,0,14
192,143,462,143,155,17
8,3,10,4,8,21
24,191,46,22,33,10
1,0,3,0,0,0
21,0,22,4,10,42
5,0,55,3,4,3
0,19,16,1,3,2
254,601,5,8,330,128
10,88,34,37,60,16
3,82,24,13,23,2
568,44,657,356,57,99
0,4,0,71,80,2
0,1,0,35,48,6
2,0,0,0,7,5
5,251,257,10,9,4
0,0,0,184,114,5
5,0,1,2,0,5
53,471,29,122,131,2
3,39,3,6,9,2
43,1,3,1,57,2
4,0,8,1,4,0
42,12,11,4,1,6
1,29,11,13,1,3
1,23,8,204,72,603
49,208,125,135,171,362
49,491,279,157,4,65
49,352,922,298,388,11
144,290,68,545,83,8
29,6,473,38,65,73
490,4,115,60,43,97
21,44,113,36,120,9
1,0,17,20,12,22
295,26,121,0,192,76
49,93,137,52,127,29
5,131,23,58,19,106
5,4,3,1,0,11
512,296,11,245,217,97
0,0,0,902,181,17
15,14,94,0,36,212
197,76,532,47,20,24
273,163,437,23,149,167
107,53,60,5,5,22
0,0,17,11,21,5
0,0,0,29,7,16
0,0,1,113,48,160
7,20,9,12,0,0
364,198,187,39,12,138
0,0,0,239,909,11
111,205,18,116,26,513
39,22,5,66,4,18
49,2,1,0,4,1
3,5,1,0,2,0
0,0,0,87,370,21
17,125,147,51,8,38
0,0,0,5,34,21
0,0,0,40,9,26
183,100,39,3,89,4
36,29,107,14,32,9
20,75,121,4,47,19
16,17,23,1,10,12
0,5,0,28,32,4
57,18,3,2,38,33
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
